model_date,timestamp,cycle,state,created_at,start_date,end_date,election_date,pollster_rating_name,pollster_rating_id,poll_id,question_id,url,partisan,tracking,sample_size,methodology,population,party,candidate_name,pct,raw_sample_size,days_til_election,candidates_tested,poll_sample_size_weight,med_date,number_options,tested_third_party,excludesthirdparty,undecided,numeric_grade,pollster_wt,has_pollster_rating,n_polls_pollster_per_date,number_polls_in_window,frequency_weight,n_states_polled_per_date,number_states_polled_in_window,geo_volume_weight,combined_frequency_weight,cumulative_poll_wt,methodology_simple,response_num,response_cat,state_num,state_abb,region_computed,region_census_big,region_census_small,region,region_num,response,pollster,pollster_coded,state_pollster,state_pollster_coded,mode,mode_coded,day_of_timeline,major_candidate_still_running
2024-09-18,2024-09-18T17:02:41Z,2024,Wisconsin,2024-09-18,2024-09-12,2024-09-16,2024-11-05,Quinnipiac University,267,88213,209907,https://poll.qu.edu/poll-release?releaseid=3905,NA,NA,1075,Live Phone,lv,DEM,Kamala Harris,49,1075,50,Donald Trump Kamala Harris,1.036822067666386,2024-09-14,2,0,1,3,2.8,1.2833778958394957,TRUE,1,1,1,3,5,0.81352871712,1,1.2833778958394957,Live Phone,1,DEM,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7,49,267,40,WI267,267,Live Phone,4,55,1
2024-09-18,2024-09-18T17:02:41Z,2024,Wisconsin,2024-09-18,2024-09-12,2024-09-16,2024-11-05,Quinnipiac University,267,88213,209907,https://poll.qu.edu/poll-release?releaseid=3905,NA,NA,1075,Live Phone,lv,REP,Donald Trump,48,1075,50,Donald Trump Kamala Harris,1.036822067666386,2024-09-14,2,0,1,3,2.8,1.2833778958394957,TRUE,1,1,1,3,5,0.81352871712,1,1.2833778958394957,Live Phone,2,REP,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7,48,267,40,WI267,267,Live Phone,4,55,1
2024-09-18,2024-09-18T17:02:41Z,2024,Michigan,2024-09-18,2024-09-12,2024-09-16,2024-11-05,Quinnipiac University,267,88212,209906,https://poll.qu.edu/poll-release?releaseid=3905,NA,NA,905,Live Phone,lv,DEM,Kamala Harris,51,905,50,Donald Trump Kamala Harris,0.9513148795220224,2024-09-14,2,0,1,3,2.8,1.2833778958394957,TRUE,1,1,1,3,5,0.81352871712,1,1.2833778958394957,Live Phone,1,DEM,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7,51,267,40,MI267,82,Live Phone,4,55,1
2024-09-18,2024-09-18T17:02:41Z,2024,Michigan,2024-09-18,2024-09-12,2024-09-16,2024-11-05,Quinnipiac University,267,88212,209906,https://poll.qu.edu/poll-release?releaseid=3905,NA,NA,905,Live Phone,lv,REP,Donald Trump,46,905,50,Donald Trump Kamala Harris,0.9513148795220224,2024-09-14,2,0,1,3,2.8,1.2833778958394957,TRUE,1,1,1,3,5,0.81352871712,1,1.2833778958394957,Live Phone,2,REP,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7,46,267,40,MI267,82,Live Phone,4,55,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-09-18,2024-09-12,2024-09-16,2024-11-05,Quinnipiac University,267,88211,209902,https://poll.qu.edu/poll-release?releaseid=3905,NA,NA,1331,Live Phone,lv,DEM,Kamala Harris,51,1331,50,Chase Oliver Donald Trump Jill Stein Kamala Harris,1.1536897329871667,2024-09-14,4,0,1,4,2.8,1.2833778958394957,TRUE,1,1,1,3,5,0.81352871712,1,1.2833778958394957,Live Phone,1,DEM,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,51,267,40,PA267,218,Live Phone,4,55,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-09-18,2024-09-12,2024-09-16,2024-11-05,Quinnipiac University,267,88211,209902,https://poll.qu.edu/poll-release?releaseid=3905,NA,NA,1331,Live Phone,lv,REP,Donald Trump,45,1331,50,Chase Oliver Donald Trump Jill Stein Kamala Harris,1.1536897329871667,2024-09-14,4,0,1,4,2.8,1.2833778958394957,TRUE,1,1,1,3,5,0.81352871712,1,1.2833778958394957,Live Phone,2,REP,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,45,267,40,PA267,218,Live Phone,4,55,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-17,2024-09-13,2024-09-15,2024-11-05,Morning Consult,218,88190,209618,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,TRUE,1500,Online Panel,lv,DEM,Kamala Harris,51,11022,51,Donald Trump Kamala Harris,1.8119050747762697,2024-09-14,2,0,1,4,1.9,1.0571882797418488,TRUE,1,5,0.778995895790124,0,14,0.7658408110127831,0.778995895790124,0.8235453309963217,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,51,218,32,NA218,125,Online Non-Prob Panel,6,55,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-17,2024-09-13,2024-09-15,2024-11-05,Morning Consult,218,88190,209618,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,TRUE,1500,Online Panel,lv,REP,Donald Trump,45,11022,51,Donald Trump Kamala Harris,1.8119050747762697,2024-09-14,2,0,1,4,1.9,1.0571882797418488,TRUE,1,5,0.778995895790124,0,14,0.7658408110127831,0.778995895790124,0.8235453309963217,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,45,218,32,NA218,125,Online Non-Prob Panel,6,55,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-09-17,2024-09-14,2024-09-15,2024-11-05,InsiderAdvantage,243,88186,209625,https://insideradvantage.com/pennsylvania-survey-trump-leads-50-48-casey-ahead-of-mccormick-by-four-points/,NA,NA,800,Text,lv,DEM,Kamala Harris,48.4,800,51,Donald Trump Kamala Harris,0.8944271909999159,2024-09-14,2,0,1,1.8000000000000114,2,1.0846522890932808,TRUE,1,1,1,1,3,0.8470728,1,1.0846522890932808,Includes Text-to-Web,1,DEM,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,48.4,243,35,PA243,215,Includes Text-to-Web,2,55,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-09-17,2024-09-14,2024-09-15,2024-11-05,InsiderAdvantage,243,88186,209625,https://insideradvantage.com/pennsylvania-survey-trump-leads-50-48-casey-ahead-of-mccormick-by-four-points/,NA,NA,800,Text,lv,REP,Donald Trump,49.8,800,51,Donald Trump Kamala Harris,0.8944271909999159,2024-09-14,2,0,1,1.8000000000000114,2,1.0846522890932808,TRUE,1,1,1,1,3,0.8470728,1,1.0846522890932808,Includes Text-to-Web,2,REP,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,49.8,243,35,PA243,215,Includes Text-to-Web,2,55,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-17,2024-09-13,2024-09-16,2024-11-05,Angus Reid Global,13,88185,209631,https://angusreid.org/harris-trump-us-election-mid-september/,NA,NA,1500,Online Panel,rv,DEM,Kamala Harris,49,1707,50,Donald Trump Kamala Harris,1.3065221008463654,2024-09-14,2,0,1,6,2,1.0846522890932808,TRUE,1,1,1,NA,NA,1,1,1.0846522890932808,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,49,13,1,NA13,118,Online Non-Prob Panel,6,55,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-17,2024-09-13,2024-09-16,2024-11-05,Angus Reid Global,13,88185,209631,https://angusreid.org/harris-trump-us-election-mid-september/,NA,NA,1500,Online Panel,rv,REP,Donald Trump,45,1707,50,Donald Trump Kamala Harris,1.3065221008463654,2024-09-14,2,0,1,6,2,1.0846522890932808,TRUE,1,1,1,NA,NA,1,1,1.0846522890932808,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,45,13,1,NA13,118,Online Non-Prob Panel,6,55,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-17,2024-09-11,2024-09-16,2024-11-05,J.L. Partners,619,88198,209735,https://www.dailymail.co.uk/news/article-13856719/Donald-Trump-Kamala-Harris-poll-2024-presidential-election.html,NA,NA,1000,Live Phone/Online Panel/App Panel,lv,DEM,Kamala Harris,43,1000,50,Donald Trump Kamala Harris,1,2024-09-13,2,0,1,15,1.6,0.9701425001453318,TRUE,1,1,1,NA,NA,1,1,0.9701425001453318,Includes Live Phone,1,DEM,57,NA,NA,NA,NA,NA,NA,43,619,76,NA619,145,Includes Live Phone,1,54,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-17,2024-09-11,2024-09-16,2024-11-05,J.L. Partners,619,88198,209735,https://www.dailymail.co.uk/news/article-13856719/Donald-Trump-Kamala-Harris-poll-2024-presidential-election.html,NA,NA,1000,Live Phone/Online Panel/App Panel,lv,REP,Donald Trump,42,1000,50,Donald Trump Kamala Harris,1,2024-09-13,2,0,1,15,1.6,0.9701425001453318,TRUE,1,1,1,NA,NA,1,1,0.9701425001453318,Includes Live Phone,2,REP,57,NA,NA,NA,NA,NA,NA,42,619,76,NA619,145,Includes Live Phone,1,54,1
2024-09-18,2024-09-18T17:02:41Z,2024,Georgia,2024-09-17,2024-09-12,2024-09-15,2024-11-05,Trafalgar Group,338,88197,209626,https://www.thetrafalgargroup.org/wp-content/uploads/2024/09/GA-24-General-0916_Report.pdf,REP,NA,1098,IVR/Live Phone/Text/Online Panel/Email,lv,DEM,Kamala Harris,44.5,1098,51,Donald Trump Kamala Harris,1.047854951794379,2024-09-13,2,0,1,9.299999999999997,0.7,0.6416889479197478,TRUE,1,1,1,1,4,0.8301313439999999,1,0.6416889479197478,Includes Live Phone,1,DEM,11,GA,Southeast,South,South Atlantic,Southeast,9,44.5,338,54,GA338,46,Includes Live Phone,1,54,1
2024-09-18,2024-09-18T17:02:41Z,2024,Georgia,2024-09-17,2024-09-12,2024-09-15,2024-11-05,Trafalgar Group,338,88197,209626,https://www.thetrafalgargroup.org/wp-content/uploads/2024/09/GA-24-General-0916_Report.pdf,REP,NA,1098,IVR/Live Phone/Text/Online Panel/Email,lv,REP,Donald Trump,46.2,1098,51,Donald Trump Kamala Harris,1.047854951794379,2024-09-13,2,0,1,9.299999999999997,0.7,0.6416889479197478,TRUE,1,1,1,1,4,0.8301313439999999,1,0.6416889479197478,Includes Live Phone,2,REP,11,GA,Southeast,South,South Atlantic,Southeast,9,46.2,338,54,GA338,46,Includes Live Phone,1,54,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-16,2024-09-11,2024-09-15,2024-11-05,Big Village,37,88182,209589,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-09.15.24.pdf,NA,NA,1500,Online Panel,lv,DEM,Kamala Harris,50.5,1568,51,Donald Trump Kamala Harris,1.2521980673998823,2024-09-13,2,0,1,6.099999999999994,1.2,0.8401680504168059,TRUE,1,2,0.778995895790124,NA,NA,1,0.778995895790124,0.6544874630486817,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,50.5,37,3,NA37,132,Online Non-Prob Panel,6,54,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-16,2024-09-11,2024-09-15,2024-11-05,Big Village,37,88182,209589,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-09.15.24.pdf,NA,NA,1500,Online Panel,lv,REP,Donald Trump,43.4,1568,51,Donald Trump Kamala Harris,1.2521980673998823,2024-09-13,2,0,1,6.099999999999994,1.2,0.8401680504168059,TRUE,1,2,0.778995895790124,NA,NA,1,0.778995895790124,0.6544874630486817,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,43.4,37,3,NA37,132,Online Non-Prob Panel,6,54,1
2024-09-18,2024-09-18T17:02:41Z,2024,Wisconsin,2024-09-18,2024-09-11,2024-09-14,2024-11-05,Fabrizio Lee & Associates/Impact Research,694,88209,209897,https://www.aarp.org/pri/topics/voter-research/politics/wisconsin-older-voter-survey-2024/,NA,NA,600,Live Phone,lv,DEM,Kamala Harris,49,600,52,Donald Trump Kamala Harris,0.7745966692414834,2024-09-12,2,0,1,3,1.7,1,TRUE,1,1,1,1,1,0.882,1,1,Live Phone,1,DEM,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7,49,694,79,WI694,278,Live Phone,4,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,Wisconsin,2024-09-18,2024-09-11,2024-09-14,2024-11-05,Fabrizio Lee & Associates/Impact Research,694,88209,209897,https://www.aarp.org/pri/topics/voter-research/politics/wisconsin-older-voter-survey-2024/,NA,NA,600,Live Phone,lv,REP,Donald Trump,48,600,52,Donald Trump Kamala Harris,0.7745966692414834,2024-09-12,2,0,1,3,1.7,1,TRUE,1,1,1,1,1,0.882,1,1,Live Phone,2,REP,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7,48,694,79,WI694,278,Live Phone,4,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,Missouri,2024-09-17,2024-09-11,2024-09-13,2024-11-05,Change Research,48,88202,209817,https://changeresearch.com/memo-in-missouri-lucas-kunce-within-striking-distance-of-josh-hawley/,NA,NA,1237,Text-to-Web/Online Ad,rv,DEM,Kamala Harris,41,1237,53,Donald Trump Kamala Harris,1.1122050170719426,2024-09-12,2,0,1,9,1.4,0.9074852129730301,TRUE,1,1,1,1,2,0.8643599999999999,1,0.9074852129730301,Includes Text-to-Web,1,DEM,28,MO,South,Midwest,West North Central,South,8,41,48,4,MO48,109,Includes Text-to-Web,2,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,Missouri,2024-09-17,2024-09-11,2024-09-13,2024-11-05,Change Research,48,88202,209817,https://changeresearch.com/memo-in-missouri-lucas-kunce-within-striking-distance-of-josh-hawley/,NA,NA,1237,Text-to-Web/Online Ad,rv,REP,Donald Trump,50,1237,53,Donald Trump Kamala Harris,1.1122050170719426,2024-09-12,2,0,1,9,1.4,0.9074852129730301,TRUE,1,1,1,1,2,0.8643599999999999,1,0.9074852129730301,Includes Text-to-Web,2,REP,28,MO,South,Midwest,West North Central,South,8,50,48,4,MO48,109,Includes Text-to-Web,2,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-17,2024-09-11,2024-09-13,2024-11-05,Harris Insights & Analytics,133,88200,209773,https://elections.harrisx.com/public/harrisx-permanent-political-debate-11-to-13.html,NA,NA,1500,Online Panel,rv,DEM,Kamala Harris,50,3018,53,Cornel West Donald Trump Jill Stein Kamala Harris,1.7372391890583172,2024-09-12,4,0,1,3,1.5,0.9393364366277243,TRUE,1,2,0.778995895790124,NA,NA,1,0.778995895790124,0.731739228899117,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,50,133,19,NA133,119,Online Non-Prob Panel,6,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-17,2024-09-11,2024-09-13,2024-11-05,Harris Insights & Analytics,133,88200,209773,https://elections.harrisx.com/public/harrisx-permanent-political-debate-11-to-13.html,NA,NA,1500,Online Panel,rv,REP,Donald Trump,47,3018,53,Cornel West Donald Trump Jill Stein Kamala Harris,1.7372391890583172,2024-09-12,4,0,1,3,1.5,0.9393364366277243,TRUE,1,2,0.778995895790124,NA,NA,1,0.778995895790124,0.731739228899117,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,47,133,19,NA133,119,Online Non-Prob Panel,6,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,Indiana,2024-09-17,2024-09-12,2024-09-13,2024-11-05,Emerson College,88,88189,209629,https://emersoncollegepolling.com/indiana-september-2024-poll-trump-57-harris-40/,NA,NA,1000,Online Panel/Text-to-Web,lv,DEM,Kamala Harris,40.7,1000,53,Donald Trump Kamala Harris,1,2024-09-12,2,0,1,1.4000000000000057,2.9,1.3060943124220303,TRUE,1,1,1,3,7,0.781312979922048,1,1.3060943124220303,Includes Text-to-Web,1,DEM,15,IN,Rust Belt,Midwest,East North Central,Rust Belt,7,40.7,88,11,IN88,63,Includes Text-to-Web,2,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,Indiana,2024-09-17,2024-09-12,2024-09-13,2024-11-05,Emerson College,88,88189,209629,https://emersoncollegepolling.com/indiana-september-2024-poll-trump-57-harris-40/,NA,NA,1000,Online Panel/Text-to-Web,lv,REP,Donald Trump,57.9,1000,53,Donald Trump Kamala Harris,1,2024-09-12,2,0,1,1.4000000000000057,2.9,1.3060943124220303,TRUE,1,1,1,3,7,0.781312979922048,1,1.3060943124220303,Includes Text-to-Web,2,REP,15,IN,Rust Belt,Midwest,East North Central,Rust Belt,7,57.9,88,11,IN88,63,Includes Text-to-Web,2,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,Missouri,2024-09-17,2024-09-12,2024-09-13,2024-11-05,Emerson College,88,88188,209628,https://emersoncollegepolling.com/september-2024-missouri-poll-republican-candidates-lead-in-president-governor-senate-races/,NA,NA,850,Online Panel/Text-to-Web,lv,DEM,Kamala Harris,43.4,850,53,Donald Trump Kamala Harris,0.9219544457292888,2024-09-12,2,0,1,1.4000000000000057,2.9,1.3060943124220303,TRUE,1,1,1,3,7,0.781312979922048,1,1.3060943124220303,Includes Text-to-Web,1,DEM,28,MO,South,Midwest,West North Central,South,8,43.4,88,11,MO88,111,Includes Text-to-Web,2,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,Missouri,2024-09-17,2024-09-12,2024-09-13,2024-11-05,Emerson College,88,88188,209628,https://emersoncollegepolling.com/september-2024-missouri-poll-republican-candidates-lead-in-president-governor-senate-races/,NA,NA,850,Online Panel/Text-to-Web,lv,REP,Donald Trump,55.2,850,53,Donald Trump Kamala Harris,0.9219544457292888,2024-09-12,2,0,1,1.4000000000000057,2.9,1.3060943124220303,TRUE,1,1,1,3,7,0.781312979922048,1,1.3060943124220303,Includes Text-to-Web,2,REP,28,MO,South,Midwest,West North Central,South,8,55.2,88,11,MO88,111,Includes Text-to-Web,2,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,Maryland,2024-09-17,2024-09-12,2024-09-13,2024-11-05,Emerson College,88,88187,209627,https://emersoncollegepolling.com/maryland-september-2024-poll-alsobrooks-49-hogan-42/,NA,NA,890,Online Panel/Text-to-Web,lv,DEM,Kamala Harris,65.3,890,53,Donald Trump Kamala Harris,0.9433981132056604,2024-09-12,2,0,1,1.4000000000000057,2.9,1.3060943124220303,TRUE,1,1,1,3,7,0.781312979922048,1,1.3060943124220303,Includes Text-to-Web,1,DEM,23,MD,Northeast,Northeast,Middle Atlantic,Northeast,4,65.3,88,11,MD88,68,Includes Text-to-Web,2,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,Maryland,2024-09-17,2024-09-12,2024-09-13,2024-11-05,Emerson College,88,88187,209627,https://emersoncollegepolling.com/maryland-september-2024-poll-alsobrooks-49-hogan-42/,NA,NA,890,Online Panel/Text-to-Web,lv,REP,Donald Trump,33.3,890,53,Donald Trump Kamala Harris,0.9433981132056604,2024-09-12,2,0,1,1.4000000000000057,2.9,1.3060943124220303,TRUE,1,1,1,3,7,0.781312979922048,1,1.3060943124220303,Includes Text-to-Web,2,REP,23,MD,Northeast,Northeast,Middle Atlantic,Northeast,4,33.3,88,11,MD88,68,Includes Text-to-Web,2,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-09-17,2024-09-11,2024-09-14,2024-11-05,Suffolk University,323,88184,209630,https://www.usatoday.com/story/news/politics/elections/2024/09/16/harris-trump-pennsylvania-poll/75236006007/,NA,NA,500,Live Phone,lv,DEM,Kamala Harris,48.6,500,52,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.7071067811865476,2024-09-12,4,0,1,5.799999999999997,2.9,1.3060943124220303,TRUE,1,1,1,1,1,0.882,1,1.3060943124220303,Live Phone,1,DEM,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,48.6,323,50,PA323,220,Live Phone,4,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-09-17,2024-09-11,2024-09-14,2024-11-05,Suffolk University,323,88184,209630,https://www.usatoday.com/story/news/politics/elections/2024/09/16/harris-trump-pennsylvania-poll/75236006007/,NA,NA,500,Live Phone,lv,REP,Donald Trump,45.6,500,52,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.7071067811865476,2024-09-12,4,0,1,5.799999999999997,2.9,1.3060943124220303,TRUE,1,1,1,1,1,0.882,1,1.3060943124220303,Live Phone,2,REP,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,45.6,323,50,PA323,220,Live Phone,4,53,1
2024-09-18,2024-09-18T17:02:41Z,2024,Nevada,2024-09-16,2024-09-11,2024-09-13,2024-11-05,Trafalgar Group,338,88180,209533,https://www.thetrafalgargroup.org/news/nv-pres-0915/,REP,NA,1079,IVR/Live Phone/Text/Online Panel/Email,lv,DEM,Kamala Harris,45.3,1079,53,Donald Trump Kamala Harris,1.0387492478938312,2024-09-12,2,0,1,11.200000000000003,0.7,0.6416889479197478,TRUE,1,1,1,1,3,0.8470728,1,0.6416889479197478,Includes Live Phone,1,DEM,34,NV,Southwest,West,Southwest,Southwest,10,45.3,338,54,NV338,195,Includes Live Phone,1,53,1
